TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO,,,,,,,
1494584194296;-5.81974799;-35.2114506;21.0;teste;100kPa;88C;39,6%;27,5%;NODATA;1157RPM;NODATA;2,79g/s;null;null;NODATA;Ethanol;51C;NODATA;25km/h;NODATA;0,0%;00:19:00;16,5%;MIL is OFF0 codes;;65,5%;0,0%
1494584198307;-5.81982876;-35.21128619;19.0;teste;100kPa;88C;36,1%;31,0%;NODATA;723RPM;NODATA;2,04g/s;null;null;NODATA;Ethanol;52C;NODATA;10km/h;NODATA;3,9%;00:19:04;15,7%;MIL is OFF0 codes;;52,9%;0,0%
1494584202318;-5.81982876;-35.21128619;19.0;teste;100kPa;87C;34,5%;30,2%;NODATA;709RPM;NODATA;1,85g/s;null;null;NODATA;Ethanol;52C;NODATA;4km/h;NODATA;-4,7%;00:19:08;15,7%;MIL is OFF0 codes;;55,3%;0,0%
1494584206331;-5.81982876;-35.21128619;19.0;teste;100kPa;87C;34,5%;35,3%;NODATA;609RPM;NODATA;1,84g/s;null;null;NODATA;Ethanol;52C;NODATA;0km/h;NODATA;-6,2%;00:19:12;15,7%;MIL is OFF0 codes;;55,7%;0,0%
1494584210341;-5.81982856;-35.21124095;19.0;teste;100kPa;88C;33,7%;36,1%;NODATA;615RPM;NODATA;1,90g/s;null;null;NODATA;Ethanol;52C;NODATA;0km/h;NODATA;-3,1%;00:19:16;15,7%;MIL is OFF0 codes;;52,2%;1,0%
1494584214365;-5.81982856;-35.21124095;19.0;teste;100kPa;88C;33,7%;36,5%;NODATA;612RPM;NODATA;1,87g/s;null;null;NODATA;Ethanol;53C;NODATA;0km/h;NODATA;0,0%;00:19:20;15,7%;MIL is OFF0 codes;;51,8%;1,0%
1494584218376;-5.81982856;-35.21124095;19.0;teste;100kPa;88C;33,7%;36,5%;NODATA;600RPM;NODATA;1,85g/s;null;null;NODATA;Ethanol;53C;NODATA;0km/h;NODATA;-0,8%;00:19:24;15,7%;MIL is OFF0 codes;;51,8%;1,0%
1494584222388;-5.81982856;-35.21124095;19.0;teste;100kPa;89C;33,7%;36,1%;NODATA;596RPM;NODATA;1,84g/s;null;null;NODATA;Ethanol;53C;NODATA;0km/h;NODATA;-1,6%;00:19:28;15,7%;MIL is OFF0 codes;;51,8%;1,0%
1494584226400;-5.81982856;-35.21124095;19.0;teste;100kPa;89C;33,7%;36,1%;NODATA;596RPM;NODATA;1,81g/s;null;null;NODATA;Ethanol;53C;NODATA;0km/h;NODATA;-3,1%;00:19:32;15,7%;MIL is OFF0 codes;;52,9%;1,0%
1494584230413;-5.81982856;-35.21124095;19.0;teste;100kPa;89C;32,9%;36,9%;NODATA;693RPM;NODATA;2,51g/s;null;null;NODATA;Ethanol;53C;NODATA;3km/h;NODATA;-3,9%;00:19:36;16,5%;MIL is OFF0 codes;;54,1%;1,0%
1494584234429;-5.8198519;-35.21119148;22.0;teste;100kPa;89C;33,3%;41,2%;NODATA;962RPM;NODATA;4,82g/s;null;null;NODATA;Ethanol;51C;NODATA;14km/h;NODATA;-7,0%;00:19:40;18,8%;MIL is OFF0 codes;;62,0%;1,0%
1494584238441;-5.81993425;-35.21095135;19.0;teste;100kPa;89C;29,8%;62,7%;NODATA;1494RPM;NODATA;7,92g/s;null;null;NODATA;Ethanol;51C;NODATA;26km/h;NODATA;-5,5%;00:19:44;20,8%;MIL is OFF0 codes;;67,1%;1,0%
1494584242453;-5.82003132;-35.21068985;21.0;teste;100kPa;89C;33,3%;56,1%;NODATA;1512RPM;NODATA;6,95g/s;null;null;NODATA;Ethanol;50C;NODATA;28km/h;NODATA;-5,5%;00:19:48;20,0%;MIL is OFF0 codes;;70,2%;1,0%
